OrderID,OrderDate,Region,Category,Product,Salesperson,UnitsSold,UnitPrice,Revenue,CustomerEmail,Year,Month,MonthName
7226,2026-05-01,North,Home & Kitchen,Smartphone,Vikram Shah,1,30536.0,30535.61,vikram.shah@example.com,2026,5,May
7227,2025-11-16,East,Apparel,Office Chair,Arjun Nair,7,,,arjun.nair@example.com,2025,11,Nov
7228,2026-01-18,East,Apparel,Jeans,Unknown,4,51952.07,207808.28,Not Provided,2026,1,Jan
7229,2025-09-28,South,Home & Kitchen,Sneakers,Aditi Rao,8,11567.1,92536.8,aditi.rao@example.com,2025,9,Sep
7230,2025-09-18,South,Apparel,Laptop,Vikram Shah,2,35624.29,71248.58,vikram.shah@example.com,2025,9,Sep
7231,2025-06-17,South,Home & Kitchen,Headphones,Sana Khan,2,3895.76,7791.52,sana.khan@example.com,2025,6,Jun
7232,2025-03-11,North,Furniture,Desk,Aditi Rao,2,14519.0,29038.66,aditi.rao@example.com,2025,3,Mar
7233,2026-02-10,South,Electronics,Headphones,Aditi Rao,7,19833.0,138833.87,aditi.rao@example.com,2026,2,Feb
7234,2025-02-27,North,Electronics,Blender,Rohan Gupta,7,5470.53,38293.71,rohan.gupta@example.com,2025,2,Feb
7235,2025-05-22,South,Home & Kitchen,Cookware Set,Rohan Gupta,8,53739.0,429908.88,rohan.gupta@example.com,2025,5,May
7236,2025-10-18,South,Electronics,Sneakers,Vikram Shah,4,33279.0,133116.12,vikram.shah@example.com,2025,10,Oct
7237,2025-07-07,East,Home & Kitchen,Blender,Rohan Gupta,1,26055.09,26055.09,rohan.gupta@example.com,2025,7,Jul
7238,2025-04-28,South,Apparel,Sneakers,Meera Iyer,8,39311.83,314494.64,meera.iyer@example.com,2025,4,Apr
7239,2025-08-18,East,Apparel,Cookware Set,Karan Malhotra,9,39329.0,353957.4,karan.malhotra@example.com,2025,8,Aug
7240,2026-02-25,West,Home & Kitchen,Headphones,Sana Khan,6,52094.61,312567.66,sana.khan@example.com,2026,2,Feb
7241,2025-01-10,South,Home & Kitchen,Unknown,Arjun Nair,7,9816.53,68715.71,arjun.nair@example.com,2025,1,Jan
7242,2025-02-19,West,Home & Kitchen,Headphones,Sana Khan,6,20596.0,123575.04,sana.khan@example.com,2025,2,Feb
7243,2026-08-28,South,Furniture,Blender,Meera Iyer,8,11924.0,95395.92,meera.iyer@example.com,2026,8,Aug
7244,2025-11-23,East,Electronics,Tablet,Meera Iyer,7,14584.0,102084.99,meera.iyer@example.com,2025,11,Nov
7245,2025-10-13,North,Electronics,Smartphone,Arjun Nair,,40765.27,,arjun.nair@example.com,2025,10,Oct
7246,2025-05-30,North,Furniture,Smartphone,Vikram Shah,7,57664.46,403651.22,vikram.shah@example.com,2025,5,May
7247,2026-01-14,North,Electronics,Laptop,Sana Khan,4,15894.58,63578.32,sana.khan@example.com,2026,1,Jan
7248,2025-08-12,West,Furniture,Headphones,Sana Khan,10,52773.28,527732.8,sana.khan@example.com,2025,8,Aug
7249,2025-01-17,South,Furniture,Office Chair,Arjun Nair,8,15352.69,122821.52,arjun.nair@example.com,2025,1,Jan
7250,2026-03-15,South,Home & Kitchen,Cookware Set,Rohan Gupta,5,1168.21,5841.05,rohan.gupta@example.com,2026,3,Mar
7251,2025-10-15,East,Home & Kitchen,Sneakers,Unknown,4,22199.42,88797.68,Not Provided,2025,10,Oct
7252,2025-03-16,South,Furniture,Office Chair,Arjun Nair,3,6834.96,20504.88,arjun.nair@example.com,2025,3,Mar
7253,2026-05-18,North,Furniture,Jeans,Unknown,10,8762.0,87621.3,Not Provided,2026,5,May
7254,2025-07-26,West,Apparel,Laptop,Rohan Gupta,3,14761.77,44285.31,rohan.gupta@example.com,2025,7,Jul
7255,2026-08-31,South,Home & Kitchen,Laptop,Sana Khan,-8,6258.43,50067.44,sana.khan@example.com,2026,8,Aug
7256,2025-11-14,North,Home & Kitchen,Headphones,Meera Iyer,2,42995.0,85990.48,meera.iyer@example.com,2025,11,Nov
7257,2025-11-07,West,Electronics,Laptop,Vikram Shah,3,47279.03,141837.09,vikram.shah@example.com,2025,11,Nov
7258,2025-07-13,Unknown,Home & Kitchen,Sneakers,Priya Menon,5,3525.5,17627.5,priya.menon@example.com,2025,7,Jul
7259,2025-12-11,West,Electronics,Cookware Set,Arjun Nair,2,39152.11,78304.22,arjun.nair@example.com,2025,12,Dec
7260,2025-11-07,West,Furniture,Jeans,Aditi Rao,7,52272.59,365908.13,aditi.rao@example.com,2025,11,Nov
7261,2025-06-11,West,Apparel,Desk,Sana Khan,2,59056.0,118112.3,sana.khan@example.com,2025,6,Jun
7262,2025-06-20,North,Electronics,Desk,Aditi Rao,3,43710.04,131130.12,aditi.rao@example.com,2025,6,Jun
7263,2026-08-28,East,Electronics,Headphones,Sana Khan,5,48169.0,240845.0,sana.khan@example.com,2026,8,Aug
7264,2025-04-26,South,Home & Kitchen,Tablet,Karan Malhotra,1,35315.37,35315.37,karan.malhotra@example.com,2025,4,Apr
7265,2025-08-01,South,Apparel,Smartphone,Arjun Nair,7,57938.26,405567.82,arjun.nair@example.com,2025,8,Aug
7266,2025-04-20,South,Apparel,Jeans,Meera Iyer,2,8138.39,16276.78,meera.iyer@example.com,2025,4,Apr
7267,2025-12-28,East,Home & Kitchen,T-Shirt,Meera Iyer,3,34384.6,103153.8,meera.iyer@example.com,2025,12,Dec
7268,2025-10-23,North,Furniture,Sofa,Arjun Nair,5,32946.0,164731.7,arjun.nair@example.com,2025,10,Oct
7269,2025-01-22,Unknown,Home & Kitchen,T-Shirt,Arjun Nair,9,23434.86,210913.74,arjun.nair@example.com,2025,1,Jan
7270,2025-01-01,South,Furniture,Unknown,Arjun Nair,7,32083.34,224583.38,arjun.nair@example.com,2025,1,Jan
7271,2025-05-23,West,Electronics,Headphones,Sana Khan,7,23578.27,165047.89,sana.khan@example.com,2025,5,May
7272,2025-10-26,North,Furniture,T-Shirt,Unknown,9,52795.75,475161.75,Not Provided,2025,10,Oct
7273,2025-01-03,North,Electronics,Laptop,Vikram Shah,5,47897.0,239487.45,vikram.shah@example.com,2025,1,Jan
7274,2025-09-05,West,Apparel,Laptop,Unknown,6,41861.12,251166.72,Not Provided,2025,9,Sep
7275,2025-04-05,South,Electronics,Blender,Karan Malhotra,5,53385.18,266925.9,karan.malhotra@example.com,2025,4,Apr
7276,2026-08-23,South,Home & Kitchen,Unknown,Sana Khan,4,34268.52,137074.08,sana.khan@example.com,2026,8,Aug
7277,2025-06-04,West,Home & Kitchen,Sofa,Sana Khan,4,17552.0,70206.68,sana.khan@example.com,2025,6,Jun
7278,2025-08-19,North,Home & Kitchen,Sneakers,Unknown,2,6780.84,13561.68,Not Provided,2025,8,Aug
7279,2025-09-27,North,Apparel,Laptop,Arjun Nair,6,9133.89,54803.34,arjun.nair@example.com,2025,9,Sep
7280,2026-06-12,North,Furniture,Office Chair,Arjun Nair,,20871.98,,arjun.nair@example.com,2026,6,Jun
7281,2026-04-08,East,Home & Kitchen,Office Chair,Unknown,5,48357.1,241785.5,Not Provided,2026,4,Apr
7282,2025-01-03,East,Furniture,Cookware Set,Vikram Shah,10,55820.0,558204.6,vikram.shah@example.com,2025,1,Jan
7283,2026-08-03,North,Furniture,Laptop,Sana Khan,3,23927.72,71783.16,sana.khan@example.com,2026,8,Aug
7284,2026-08-05,South,Apparel,Blender,Arjun Nair,3,44783.53,134350.59,arjun.nair@example.com,2026,8,Aug
7285,2026-01-08,East,Home & Kitchen,Cookware Set,Rohan Gupta,-3,39626.0,118876.71,rohan.gupta@example.com,2026,1,Jan
7286,2025-04-21,North,Apparel,Office Chair,Unknown,8,20986.0,167890.64,Not Provided,2025,4,Apr
7287,2025-12-17,North,Electronics,Tablet,Sana Khan,9,54199.96,487799.64,sana.khan@example.com,2025,12,Dec
7288,2025-12-25,South,Electronics,Smartphone,Arjun Nair,2,46110.44,92220.88,arjun.nair@example.com,2025,12,Dec
7289,2025-08-21,West,Electronics,Sofa,Arjun Nair,5,4998.87,24994.35,arjun.nair@example.com,2025,8,Aug
7290,2025-08-19,East,Furniture,Sofa,Vikram Shah,10,59403.59,594035.9,vikram.shah@example.com,2025,8,Aug
7291,2026-02-12,North,Electronics,Blender,Vikram Shah,8,19169.67,153357.36,vikram.shah@example.com,2026,2,Feb
7292,2026-07-19,West,Electronics,Desk,Aditi Rao,7,12671.42,88699.94,aditi.rao@example.com,2026,7,Jul
7293,2026-04-30,South,Home & Kitchen,Cookware Set,Karan Malhotra,,54818.95,,karan.malhotra@example.com,2026,4,Apr
7294,2026-08-03,West,Home & Kitchen,Office Chair,Sana Khan,7,31685.91,221801.37,sana.khan@example.com,2026,8,Aug
7295,2026-06-23,West,Electronics,Desk,Arjun Nair,7,31047.56,217332.92,arjun.nair@example.com,2026,6,Jun
7296,2025-09-13,East,Electronics,Sneakers,Unknown,1,38961.1,38961.1,Not Provided,2025,9,Sep
7297,2026-05-27,North,Electronics,Sofa,Rohan Gupta,-8,16835.0,134677.44,rohan.gupta@example.com,2026,5,May
7298,2026-01-01,West,Apparel,T-Shirt,Vikram Shah,5,21035.0,105172.75,vikram.shah@example.com,2026,1,Jan
7299,2025-10-07,North,Home & Kitchen,Cookware Set,Arjun Nair,8,27828.83,222630.64,arjun.nair@example.com,2025,10,Oct
7300,2025-03-27,South,Home & Kitchen,Sofa,Sana Khan,6,1724.42,10346.52,sana.khan@example.com,2025,3,Mar
7301,2025-09-10,North,Home & Kitchen,Tablet,Meera Iyer,8,25977.0,207814.08,meera.iyer@example.com,2025,9,Sep
7302,2025-09-15,East,Electronics,Jeans,Unknown,9,5487.0,49378.77,Not Provided,2025,9,Sep
7303,2025-03-03,North,Electronics,Sneakers,Unknown,6,29953.0,179719.08,Not Provided,2025,3,Mar
7304,2026-01-26,East,Apparel,Headphones,Priya Menon,10,25931.0,259309.3,priya.menon@example.com,2026,1,Jan
7305,2025-12-12,North,Furniture,Headphones,Unknown,1,,,Not Provided,2025,12,Dec
7306,2026-05-24,South,Home & Kitchen,Tablet,Unknown,1,19829.97,19829.97,Not Provided,2026,5,May
7307,2026-11-01,North,Apparel,Sofa,Karan Malhotra,1,51839.93,51839.93,karan.malhotra@example.com,2026,11,Nov
7308,2026-03-13,East,Home & Kitchen,Office Chair,Vikram Shah,6,26979.81,161878.86,vikram.shah@example.com,2026,3,Mar
7309,2025-08-04,North,Furniture,T-Shirt,Karan Malhotra,7,6186.6,43306.2,karan.malhotra@example.com,2025,8,Aug
7310,2025-11-28,East,Electronics,T-Shirt,Rohan Gupta,1,29371.32,29371.32,rohan.gupta@example.com,2025,11,Nov
7311,2025-04-13,North,Electronics,Headphones,Sana Khan,9,28456.0,256099.77,sana.khan@example.com,2025,4,Apr
7312,2026-03-27,East,Apparel,Desk,Sana Khan,4,16578.0,66312.08,sana.khan@example.com,2026,3,Mar
7313,2025-07-07,North,Electronics,Tablet,Sana Khan,9,8072.3,72650.7,sana.khan@example.com,2025,7,Jul
7314,2026-01-24,East,Furniture,Laptop,Arjun Nair,6,46179.31,277075.86,arjun.nair@example.com,2026,1,Jan
7315,2025-01-09,South,Furniture,Unknown,Sana Khan,7,14215.71,99509.97,sana.khan@example.com,2025,1,Jan
7316,2026-06-19,South,Electronics,Desk,Priya Menon,10,18564.0,185636.4,priya.menon@example.com,2026,6,Jun
7317,2025-03-14,South,Electronics,Sneakers,Priya Menon,5,9924.75,49623.75,priya.menon@example.com,2025,3,Mar
7318,2026-02-28,North,Furniture,T-Shirt,Karan Malhotra,8,35253.32,282026.56,karan.malhotra@example.com,2026,2,Feb
7319,2026-08-18,West,Electronics,Office Chair,Unknown,8,14387.42,115099.36,Not Provided,2026,8,Aug
7320,2026-03-28,West,Electronics,Sofa,Sana Khan,10,35819.0,358185.1,sana.khan@example.com,2026,3,Mar
7321,2026-02-23,South,Electronics,Desk,Rohan Gupta,9,,,rohan.gupta@example.com,2026,2,Feb
7322,2025-10-05,North,Furniture,Cookware Set,Vikram Shah,5,40191.77,200958.85,vikram.shah@example.com,2025,10,Oct
7323,2026-02-11,West,Apparel,Tablet,Priya Menon,2,17033.15,34066.3,priya.menon@example.com,2026,2,Feb
7324,2026-05-03,South,Apparel,Sofa,Aditi Rao,2,46279.93,92559.86,aditi.rao@example.com,2026,5,May
7325,2026-04-22,North,Home & Kitchen,Blender,Aditi Rao,10,40875.58,408755.8,aditi.rao@example.com,2026,4,Apr
7326,2025-11-28,North,Furniture,Office Chair,Vikram Shah,2,45943.35,91886.7,vikram.shah@example.com,2025,11,Nov
7327,2025-05-21,West,Apparel,Blender,Meera Iyer,10,,,meera.iyer@example.com,2025,5,May
7328,2025-02-14,North,Apparel,Jeans,Meera Iyer,3,8511.87,25535.61,meera.iyer@example.com,2025,2,Feb
7329,2025-09-06,South,Home & Kitchen,Office Chair,Arjun Nair,4,59224.0,236894.2,arjun.nair@example.com,2025,9,Sep
7330,2025-09-10,West,Furniture,Blender,Rohan Gupta,,28368.0,,rohan.gupta@example.com,2025,9,Sep
7331,2026-08-15,South,Electronics,Headphones,Meera Iyer,2,16004.42,32008.84,meera.iyer@example.com,2026,8,Aug
7332,2025-01-19,South,Apparel,T-Shirt,Rohan Gupta,7,53187.0,372306.41,rohan.gupta@example.com,2025,1,Jan
7333,2026-02-11,North,Apparel,Cookware Set,Arjun Nair,,36881.0,,arjun.nair@example.com,2026,2,Feb
7334,2026-01-09,West,Furniture,Sneakers,Arjun Nair,3,37957.36,113872.08,arjun.nair@example.com,2026,1,Jan
7335,2025-01-22,North,Home & Kitchen,Desk,Priya Menon,9,40640.85,365767.65,priya.menon@example.com,2025,1,Jan
7336,2025-05-15,North,Furniture,Office Chair,Meera Iyer,5,49720.86,248604.3,meera.iyer@example.com,2025,5,May
7337,2025-09-21,West,Electronics,Tablet,Priya Menon,7,,,priya.menon@example.com,2025,9,Sep
7338,2025-08-26,North,Furniture,Blender,Karan Malhotra,6,2519.41,15116.46,karan.malhotra@example.com,2025,8,Aug
7339,2026-05-26,South,Apparel,Cookware Set,Vikram Shah,-6,38368.0,230210.22,vikram.shah@example.com,2026,5,May
7340,2026-06-29,Unknown,Furniture,T-Shirt,Vikram Shah,,36240.51,,vikram.shah@example.com,2026,6,Jun
7341,2026-02-13,South,Furniture,Desk,Vikram Shah,8,44642.33,357138.64,vikram.shah@example.com,2026,2,Feb
7342,2025-04-13,South,Electronics,Tablet,Karan Malhotra,4,41161.45,164645.8,karan.malhotra@example.com,2025,4,Apr
7343,2025-10-03,East,Electronics,Desk,Meera Iyer,3,27586.15,82758.45,meera.iyer@example.com,2025,10,Oct
7344,2025-03-20,West,Apparel,Tablet,Priya Menon,9,683.0,6148.71,priya.menon@example.com,2025,3,Mar
7345,2025-08-16,East,Home & Kitchen,Tablet,Aditi Rao,8,,,aditi.rao@example.com,2025,8,Aug
7346,2025-08-26,West,Furniture,Sneakers,Unknown,4,58927.06,235708.24,Not Provided,2025,8,Aug
7347,2025-04-10,South,Electronics,Cookware Set,Sana Khan,10,4343.45,43434.5,sana.khan@example.com,2025,4,Apr
7348,2026-07-15,South,Home & Kitchen,Cookware Set,Unknown,3,34272.0,102815.76,Not Provided,2026,7,Jul
7349,2026-02-03,East,Furniture,Desk,Vikram Shah,5,34695.0,173473.5,vikram.shah@example.com,2026,2,Feb
7350,2025-07-12,East,Electronics,Laptop,Karan Malhotra,4,26144.54,104578.16,karan.malhotra@example.com,2025,7,Jul
7351,2025-08-05,East,Electronics,Headphones,Unknown,4,56629.69,226518.76,Not Provided,2025,8,Aug
7352,2025-04-26,East,Apparel,Office Chair,Vikram Shah,2,29737.98,59475.96,vikram.shah@example.com,2025,4,Apr
7353,2025-10-24,West,Apparel,Headphones,Aditi Rao,4,46580.0,186319.16,aditi.rao@example.com,2025,10,Oct
7354,2026-05-29,South,Furniture,T-Shirt,Vikram Shah,3,55927.32,167781.96,vikram.shah@example.com,2026,5,May
7355,2026-07-06,East,Furniture,T-Shirt,Karan Malhotra,10,29099.0,290988.7,karan.malhotra@example.com,2026,7,Jul
7356,2025-07-03,East,Apparel,Office Chair,Vikram Shah,4,13142.0,52569.48,vikram.shah@example.com,2025,7,Jul
7357,2025-02-26,East,Home & Kitchen,Laptop,Vikram Shah,8,14047.69,112381.52,vikram.shah@example.com,2025,2,Feb
7358,2026-08-14,West,Apparel,Cookware Set,Meera Iyer,7,58547.66,409833.62,meera.iyer@example.com,2026,8,Aug
7359,2025-01-02,East,Furniture,Jeans,Aditi Rao,4,8772.11,35088.44,aditi.rao@example.com,2025,1,Jan
7360,2025-10-21,North,Furniture,Cookware Set,Arjun Nair,3,47039.53,141118.59,arjun.nair@example.com,2025,10,Oct
7361,2025-03-15,North,Home & Kitchen,Jeans,Karan Malhotra,7,56819.64,397737.48,karan.malhotra@example.com,2025,3,Mar
7362,2026-01-29,West,Apparel,Unknown,Unknown,10,4775.32,47753.2,Not Provided,2026,1,Jan
7363,2025-01-06,South,Apparel,Smartphone,Unknown,5,19537.36,97686.8,Not Provided,2025,1,Jan
7364,2026-05-08,South,Home & Kitchen,Headphones,Vikram Shah,3,53891.83,161675.49,vikram.shah@example.com,2026,5,May
7365,2025-11-07,West,Electronics,Blender,Karan Malhotra,5,24714.53,123572.65,karan.malhotra@example.com,2025,11,Nov
7366,2025-10-30,West,Electronics,T-Shirt,Sana Khan,6,19057.73,114346.38,sana.khan@example.com,2025,10,Oct
7367,2025-03-25,East,Home & Kitchen,T-Shirt,Aditi Rao,4,,,aditi.rao@example.com,2025,3,Mar
7368,2026-03-01,East,Furniture,Smartphone,Karan Malhotra,6,10165.0,60988.56,karan.malhotra@example.com,2026,3,Mar
7369,2026-02-03,North,Home & Kitchen,Sneakers,Rohan Gupta,6,49351.65,296109.9,rohan.gupta@example.com,2026,2,Feb
7370,2025-01-08,South,Apparel,Headphones,Unknown,6,31477.0,188859.72,Not Provided,2025,1,Jan
7371,2025-01-24,West,Home & Kitchen,Tablet,Arjun Nair,10,20176.2,201762.0,arjun.nair@example.com,2025,1,Jan
7372,2026-06-13,East,Home & Kitchen,Smartphone,Karan Malhotra,5,4617.72,23088.6,karan.malhotra@example.com,2026,6,Jun
7373,2026-04-09,East,Electronics,Desk,Unknown,5,4928.0,24642.3,Not Provided,2026,4,Apr
7374,2026-05-17,South,Electronics,Sofa,Unknown,6,,,Not Provided,2026,5,May
7375,2025-04-16,South,Apparel,Sneakers,Rohan Gupta,6,41201.43,247208.58,rohan.gupta@example.com,2025,4,Apr
7376,2025-10-04,East,Apparel,Sofa,Unknown,1,18737.13,18737.13,Not Provided,2025,10,Oct
7377,2025-04-26,North,Electronics,Cookware Set,Aditi Rao,4,52328.04,209312.16,aditi.rao@example.com,2025,4,Apr
7378,2025-08-18,West,Apparel,Office Chair,Sana Khan,7,8838.38,61868.66,sana.khan@example.com,2025,8,Aug
7379,2026-06-01,North,Furniture,Tablet,Vikram Shah,1,57920.75,57920.75,vikram.shah@example.com,2026,6,Jun
7380,2025-08-13,West,Electronics,Sofa,Rohan Gupta,1,29364.12,29364.12,rohan.gupta@example.com,2025,8,Aug
7381,2025-02-13,South,Electronics,T-Shirt,Karan Malhotra,2,25591.68,51183.36,karan.malhotra@example.com,2025,2,Feb
7382,2026-04-18,South,Electronics,Sneakers,Priya Menon,7,48898.16,342287.12,priya.menon@example.com,2026,4,Apr
7383,2026-01-14,North,Apparel,Sofa,Unknown,2,20067.0,40133.24,Not Provided,2026,1,Jan
7384,2025-07-03,West,Home & Kitchen,Jeans,Unknown,8,8830.29,70642.32,Not Provided,2025,7,Jul
7385,2026-03-18,South,Electronics,Smartphone,Karan Malhotra,7,14629.56,102406.92,karan.malhotra@example.com,2026,3,Mar
7386,2025-10-18,North,Apparel,Desk,Unknown,8,40274.0,322192.8,Not Provided,2025,10,Oct
7387,2026-05-07,South,Apparel,Headphones,Unknown,4,,,Not Provided,2026,5,May
7388,2026-08-07,East,Home & Kitchen,Office Chair,Sana Khan,7,33457.17,234200.19,sana.khan@example.com,2026,8,Aug
7389,2025-12-15,South,Apparel,Jeans,Unknown,7,35904.0,251330.03,Not Provided,2025,12,Dec
7390,2026-06-27,West,Apparel,Office Chair,Priya Menon,9,24620.43,221583.87,priya.menon@example.com,2026,6,Jun
7391,2025-07-23,South,Home & Kitchen,Desk,Meera Iyer,2,22258.41,44516.82,meera.iyer@example.com,2025,7,Jul
7392,2025-03-21,South,Apparel,Desk,Sana Khan,9,1377.07,12393.63,sana.khan@example.com,2025,3,Mar
7393,2025-12-26,South,Apparel,Sofa,Aditi Rao,8,7305.91,58447.28,aditi.rao@example.com,2025,12,Dec
7394,2026-01-25,East,Furniture,Jeans,Priya Menon,9,35515.51,319639.59,priya.menon@example.com,2026,1,Jan
7395,2025-03-12,West,Electronics,Sneakers,Sana Khan,4,24578.45,98313.8,sana.khan@example.com,2025,3,Mar
7396,2026-05-23,South,Home & Kitchen,Blender,Unknown,5,11522.36,57611.8,Not Provided,2026,5,May
7397,2025-07-15,North,Home & Kitchen,Blender,Vikram Shah,6,39053.47,234320.82,vikram.shah@example.com,2025,7,Jul
7398,2025-03-08,West,Electronics,Desk,Meera Iyer,9,11350.2,102151.8,meera.iyer@example.com,2025,3,Mar
7399,2025-03-19,South,Furniture,Tablet,Rohan Gupta,,43015.67,,rohan.gupta@example.com,2025,3,Mar
7400,2025-05-25,West,Electronics,Cookware Set,Arjun Nair,10,14786.0,147856.7,arjun.nair@example.com,2025,5,May
7401,2026-08-21,North,Electronics,Laptop,Aditi Rao,2,34456.51,68913.02,aditi.rao@example.com,2026,8,Aug
7402,2025-12-13,South,Electronics,Unknown,Meera Iyer,,19378.18,,meera.iyer@example.com,2025,12,Dec
7403,2025-04-24,East,Furniture,Unknown,Aditi Rao,1,13135.84,13135.84,aditi.rao@example.com,2025,4,Apr
7404,2025-08-28,South,Apparel,T-Shirt,Priya Menon,2,35671.14,71342.28,priya.menon@example.com,2025,8,Aug
7405,2025-07-20,North,Furniture,Sofa,Aditi Rao,7,57923.99,405467.93,aditi.rao@example.com,2025,7,Jul
7406,2026-04-21,Unknown,Home & Kitchen,Desk,Rohan Gupta,5,,,rohan.gupta@example.com,2026,4,Apr
7407,2026-08-03,South,Furniture,Office Chair,Sana Khan,6,56351.93,338111.58,sana.khan@example.com,2026,8,Aug
7408,2026-02-15,East,Electronics,Headphones,Unknown,8,17032.34,136258.72,Not Provided,2026,2,Feb
7409,2025-02-06,South,Electronics,Sneakers,Rohan Gupta,10,11677.0,116772.8,rohan.gupta@example.com,2025,2,Feb
7410,2026-03-27,West,Electronics,T-Shirt,Arjun Nair,5,57721.63,288608.15,arjun.nair@example.com,2026,3,Mar
7411,2026-06-21,South,Electronics,Laptop,Unknown,10,3569.1,35691.0,Not Provided,2026,6,Jun
7412,2025-02-16,South,Furniture,Office Chair,Arjun Nair,4,18410.0,73640.8,arjun.nair@example.com,2025,2,Feb
7413,2025-03-03,North,Apparel,Cookware Set,Arjun Nair,1,25059.08,25059.08,arjun.nair@example.com,2025,3,Mar
7414,2026-01-29,West,Apparel,Sofa,Vikram Shah,2,22372.22,44744.44,vikram.shah@example.com,2026,1,Jan
7415,2025-07-12,East,Home & Kitchen,Blender,Vikram Shah,1,2138.08,2138.08,vikram.shah@example.com,2025,7,Jul
7416,2026-02-11,North,Electronics,T-Shirt,Sana Khan,2,18320.0,36640.38,sana.khan@example.com,2026,2,Feb
7417,2026-02-11,Unknown,Home & Kitchen,Office Chair,Aditi Rao,4,,,aditi.rao@example.com,2026,2,Feb
7418,2025-04-13,North,Furniture,Headphones,Aditi Rao,9,21989.64,197906.76,aditi.rao@example.com,2025,4,Apr
7419,2026-08-28,South,Electronics,Cookware Set,Rohan Gupta,4,,,rohan.gupta@example.com,2026,8,Aug
7420,2025-02-16,South,Apparel,Sofa,Sana Khan,9,27679.91,249119.19,sana.khan@example.com,2025,2,Feb
7421,2025-09-13,South,Home & Kitchen,Laptop,Vikram Shah,-2,3492.61,6985.22,vikram.shah@example.com,2025,9,Sep
7422,2026-04-09,North,Home & Kitchen,Smartphone,Rohan Gupta,8,31509.52,252076.16,rohan.gupta@example.com,2026,4,Apr
7423,2026-10-04,North,Home & Kitchen,Cookware Set,Arjun Nair,5,18847.45,94237.25,arjun.nair@example.com,2026,10,Oct
7424,2026-10-07,Unknown,Apparel,Desk,Arjun Nair,2,45558.91,91117.82,arjun.nair@example.com,2026,10,Oct
7425,2025-03-18,North,Home & Kitchen,Desk,Arjun Nair,7,26679.15,186754.05,arjun.nair@example.com,2025,3,Mar
7426,2025-02-04,West,Electronics,Headphones,Rohan Gupta,,57506.32,,rohan.gupta@example.com,2025,2,Feb
7427,2026-08-27,West,Apparel,Office Chair,Meera Iyer,1,34082.57,34082.57,meera.iyer@example.com,2026,8,Aug
7428,2025-08-22,South,Electronics,Sneakers,Unknown,2,50355.0,100710.48,Not Provided,2025,8,Aug
7429,2026-07-07,East,Apparel,Laptop,Sana Khan,10,45914.32,459143.2,sana.khan@example.com,2026,7,Jul
7430,2025-06-10,East,Apparel,Sneakers,Karan Malhotra,3,24344.52,73033.56,karan.malhotra@example.com,2025,6,Jun
7431,2026-08-03,North,Furniture,Smartphone,Meera Iyer,6,7728.06,46368.36,meera.iyer@example.com,2026,8,Aug
7432,2025-02-06,Unknown,Furniture,Jeans,Arjun Nair,3,8726.25,26178.75,arjun.nair@example.com,2025,2,Feb
7433,2025-08-27,South,Furniture,Laptop,Aditi Rao,9,57635.61,518720.49,aditi.rao@example.com,2025,8,Aug
7434,2025-11-12,East,Home & Kitchen,Cookware Set,Aditi Rao,7,40172.89,281210.23,aditi.rao@example.com,2025,11,Nov
7435,2026-04-11,East,Electronics,T-Shirt,Meera Iyer,1,34073.7,34073.7,meera.iyer@example.com,2026,4,Apr
7436,2026-07-30,South,Apparel,Sneakers,Rohan Gupta,2,53201.67,106403.34,rohan.gupta@example.com,2026,7,Jul
7437,2025-10-26,West,Electronics,Cookware Set,Priya Menon,4,43986.69,175946.76,priya.menon@example.com,2025,10,Oct
7438,2025-06-16,West,Furniture,Jeans,Meera Iyer,6,29627.0,177759.72,meera.iyer@example.com,2025,6,Jun
7439,2025-09-06,Unknown,Electronics,Blender,Meera Iyer,10,54148.01,541480.1,meera.iyer@example.com,2025,9,Sep
7440,2026-01-04,South,Home & Kitchen,Desk,Meera Iyer,10,19614.04,196140.4,meera.iyer@example.com,2026,1,Jan
7441,2025-12-10,East,Furniture,Blender,Vikram Shah,10,22688.95,226889.5,vikram.shah@example.com,2025,12,Dec
7442,2025-04-20,West,Apparel,Cookware Set,Unknown,-10,22732.95,227329.5,Not Provided,2025,4,Apr
7443,2026-04-24,West,Electronics,Sneakers,Unknown,10,16377.31,163773.1,Not Provided,2026,4,Apr
7444,2025-09-27,West,Apparel,Unknown,Sana Khan,8,21264.5,170116.0,sana.khan@example.com,2025,9,Sep
7445,2025-08-16,South,Electronics,Office Chair,Vikram Shah,9,18541.0,166871.88,vikram.shah@example.com,2025,8,Aug
7446,2025-08-23,West,Apparel,Office Chair,Meera Iyer,2,51762.37,103524.74,meera.iyer@example.com,2025,8,Aug
7447,2025-07-26,West,Apparel,Sofa,Unknown,5,43315.0,216574.6,Not Provided,2025,7,Jul
7448,2025-06-07,South,Furniture,Desk,Arjun Nair,-8,47007.42,376059.36,arjun.nair@example.com,2025,6,Jun
7449,2026-02-26,South,Furniture,Smartphone,Aditi Rao,10,7669.0,76688.6,aditi.rao@example.com,2026,2,Feb
7450,2025-07-28,West,Apparel,Cookware Set,Sana Khan,4,28326.27,113305.08,sana.khan@example.com,2025,7,Jul
7451,2025-01-04,North,Furniture,Cookware Set,Aditi Rao,1,,,aditi.rao@example.com,2025,1,Jan
